time,current_id,candidate_id,scan_context_distance,icp_fitness,threshold,trans_error,yaw_error,degenerate_pair,accepted,target_points,source_points,reason,directional_noise_applied,directional_translation_scale,weak_tx,weak_ty,weak_tz
1517157236.737563372,45,9,0.151525542,0.169274791,0.300000000,0.060308772,0.001253114,0,1,2956,1035,accepted,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157237.140942335,47,9,0.152766884,nan,nan,nan,nan,0,0,0,1058,current_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157237.342662334,48,17,0.177260687,nan,nan,nan,nan,0,0,0,1031,current_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157237.544382095,49,8,0.176108449,nan,nan,nan,nan,0,0,0,1044,current_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157237.746102333,50,17,0.151208345,nan,nan,nan,nan,0,0,0,1090,current_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157237.947822332,51,8,0.154172191,nan,nan,nan,nan,0,0,0,1100,current_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157238.149482250,52,19,0.140783464,nan,nan,nan,nan,0,0,0,1090,current_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157239.158021212,57,26,0.169953846,nan,nan,nan,nan,0,0,0,1085,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157239.359741211,58,27,0.139626946,nan,nan,nan,nan,0,0,0,1077,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157239.561461210,59,27,0.125077557,nan,nan,nan,nan,0,0,0,1094,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157239.964901209,61,27,0.150874025,nan,nan,nan,nan,0,0,0,1045,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157240.166559219,62,31,0.156511969,nan,nan,nan,nan,0,0,0,1050,loop_pair_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157240.368279219,63,31,0.116748793,nan,nan,nan,nan,0,0,0,1088,loop_pair_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157240.569999218,64,31,0.084871419,nan,nan,nan,nan,0,0,0,1167,loop_pair_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157240.771719217,65,10,0.092988779,nan,nan,nan,nan,0,0,0,1128,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157240.973439217,66,27,0.075457592,nan,nan,nan,nan,0,0,0,1122,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157241.175098181,67,29,0.096315279,nan,nan,nan,nan,0,0,0,1105,loop_pair_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157241.376818180,68,29,0.148013386,nan,nan,nan,nan,0,0,0,1122,loop_pair_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157242.385376215,73,27,0.147593087,nan,nan,nan,nan,0,0,0,1076,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157242.587096214,74,27,0.075559415,nan,nan,nan,nan,0,0,0,1105,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157242.788816214,75,31,0.107176515,2.488498766,0.300000000,nan,nan,0,0,3078,1095,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157242.990536213,76,28,0.176879654,nan,nan,nan,nan,0,0,0,1094,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157243.192184210,77,27,0.082526688,nan,nan,nan,nan,0,0,0,1111,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157243.393904209,78,47,0.177437436,0.259125898,0.300000000,0.251458328,0.001623845,0,1,2911,1173,accepted,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157243.797344208,80,47,0.142065657,nan,nan,nan,nan,0,0,0,1123,current_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157244.200714350,82,45,0.135085392,nan,nan,nan,nan,0,0,0,1123,current_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157244.402435303,83,45,0.120649182,nan,nan,nan,nan,0,0,0,1077,current_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157244.604155302,84,45,0.154810468,nan,nan,nan,nan,0,0,0,1120,current_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157244.805875301,85,27,0.174224424,nan,nan,nan,nan,0,0,0,1091,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157245.007535219,86,45,0.119013043,nan,nan,nan,nan,0,0,0,1143,current_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157245.209255219,87,52,0.110489690,nan,nan,nan,nan,0,0,0,1131,current_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157245.410975218,88,26,0.118935383,nan,nan,nan,nan,0,0,0,1077,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157245.612695217,89,45,0.056925174,nan,nan,nan,nan,0,0,0,1071,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157245.814415216,90,52,0.161371758,nan,nan,nan,nan,0,0,0,1055,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157246.016073227,91,45,0.144395242,nan,nan,nan,nan,0,0,0,1069,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157246.822954178,95,27,0.097773380,nan,nan,nan,nan,0,0,0,1052,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157247.024613380,96,27,0.090488310,nan,nan,nan,nan,0,0,0,1042,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157247.226333380,97,66,0.107152355,nan,nan,nan,nan,0,0,0,1053,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157247.428053617,98,67,0.121063120,nan,nan,nan,nan,0,0,0,1050,loop_pair_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157247.629773378,99,58,0.133831662,nan,nan,nan,nan,0,0,0,1057,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157248.234871387,102,19,0.157591592,nan,nan,nan,nan,0,0,0,1078,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157248.436592340,103,58,0.073101018,nan,nan,nan,nan,0,0,0,1045,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157248.638312340,104,58,0.148788356,nan,nan,nan,nan,0,0,0,1061,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157248.840032339,105,55,0.098747123,nan,nan,nan,nan,0,0,0,1039,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157249.142550230,106,74,0.075010204,nan,nan,nan,nan,0,0,0,1015,loop_pair_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157249.344270229,107,62,0.108605994,nan,nan,nan,nan,0,0,0,1035,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157249.545990229,108,60,0.135171981,nan,nan,nan,nan,0,0,0,1072,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157249.747710228,109,65,0.132589202,nan,nan,nan,nan,0,0,0,1018,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157249.949430227,110,64,0.156991308,nan,nan,nan,nan,0,0,0,1147,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157250.151095390,111,29,0.119372753,nan,nan,nan,nan,0,0,0,1156,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157250.352816343,112,50,0.176891031,nan,nan,nan,nan,0,0,0,1190,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157250.554536343,113,74,0.125943916,1.921698912,0.300000000,nan,nan,0,0,2709,1129,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157250.756256342,114,60,0.113567282,nan,nan,nan,nan,0,0,0,1113,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157251.058768272,115,74,0.085012484,1.797364376,0.300000000,nan,nan,0,0,2709,1163,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157251.260488272,116,83,0.099608448,0.313907198,0.300000000,nan,nan,0,0,2521,1175,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157251.462208271,117,58,0.144563429,nan,nan,nan,nan,0,0,0,1114,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157251.663928270,118,67,0.098458592,0.865395315,0.300000000,nan,nan,0,0,2646,1103,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157251.865648270,119,22,0.120775190,nan,nan,nan,nan,0,0,0,1076,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157252.067307234,120,55,0.119874905,nan,nan,nan,nan,0,0,0,1077,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157252.269028187,121,64,0.124154701,nan,nan,nan,nan,0,0,0,1073,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157252.470748186,122,74,0.076020168,1.126889169,0.300000000,nan,nan,0,0,2709,1075,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157252.672468185,123,58,0.093399691,nan,nan,nan,nan,0,0,0,1051,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157252.874188185,124,74,0.076976711,0.571114377,0.300000000,nan,nan,0,0,2709,1065,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157253.075847387,125,59,0.052244994,nan,nan,nan,nan,0,0,0,1033,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157253.277567387,126,59,0.062543885,nan,nan,nan,nan,0,0,0,1030,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157253.580147266,127,65,0.074318030,nan,nan,nan,nan,0,0,0,1005,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157253.781867266,128,63,0.179981763,nan,nan,nan,nan,0,0,0,1094,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157254.084385395,129,58,0.084694743,nan,nan,nan,nan,0,0,0,1058,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157254.286106348,130,67,0.089746681,1.119768886,0.300000000,nan,nan,0,0,2646,1022,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157254.487826347,131,67,0.104573507,0.952833760,0.300000000,nan,nan,0,0,2646,1040,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157254.689546347,132,89,0.068065033,0.514918336,0.300000000,nan,nan,0,0,2493,1010,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157254.891266346,133,74,0.095014974,2.197099785,0.300000000,nan,nan,0,0,2709,1118,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157254.992126226,134,64,0.122281276,nan,nan,nan,nan,0,0,0,1167,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157255.294644594,135,63,0.158035770,nan,nan,nan,nan,0,0,0,1004,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157255.395504236,136,27,0.153127033,nan,nan,nan,nan,0,0,0,985,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157255.496364355,137,74,0.111260519,0.817256029,0.300000000,nan,nan,0,0,2709,1012,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157255.597224236,138,74,0.072235828,1.066671803,0.300000000,nan,nan,0,0,2709,1063,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157255.798944235,139,74,0.069031204,3.006237593,0.300000000,nan,nan,0,0,2709,1272,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157256.202323198,140,45,0.120324378,nan,nan,nan,nan,0,0,0,1123,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157257.816023350,146,44,0.169489911,nan,nan,nan,nan,0,0,0,1251,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157258.421122313,148,45,0.127105648,nan,nan,nan,nan,0,0,0,1059,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157258.723702192,149,64,0.149349419,nan,nan,nan,nan,0,0,0,1018,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157259.026221275,150,111,0.107849108,0.453201078,0.300000000,nan,nan,0,0,2626,1009,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157259.227941275,151,111,0.113514591,0.435541409,0.300000000,nan,nan,0,0,2626,1031,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157259.429661274,152,48,0.062144796,nan,nan,nan,nan,0,0,0,1069,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157259.631381273,153,48,0.089376539,nan,nan,nan,nan,0,0,0,1083,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157259.833101273,154,29,0.126880764,nan,nan,nan,nan,0,0,0,1074,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157260.034759283,155,119,0.117857047,0.494090000,0.300000000,nan,nan,0,0,2470,1105,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157260.236480236,156,54,0.161443571,nan,nan,nan,nan,0,0,0,1157,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157260.639920235,158,29,0.110300328,nan,nan,nan,nan,0,0,0,1304,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157261.043298244,160,51,0.151846985,nan,nan,nan,nan,0,0,0,1183,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157261.245018482,161,31,0.096839076,nan,nan,nan,nan,0,0,0,1108,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157261.446738243,162,31,0.081083760,nan,nan,nan,nan,0,0,0,1133,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157261.648458242,163,121,0.067619587,0.319432618,0.300000000,nan,nan,0,0,2448,1082,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157261.850178242,164,29,0.098436590,nan,nan,nan,nan,0,0,0,1086,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157262.051836252,165,31,0.106434348,nan,nan,nan,nan,0,0,0,1087,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157262.253557205,166,31,0.042036272,nan,nan,nan,nan,0,0,0,1081,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157262.455277205,167,60,0.039645463,nan,nan,nan,nan,0,0,0,1079,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157262.656997204,168,61,0.030074337,nan,nan,nan,nan,0,0,0,1114,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157262.858717203,169,61,0.042572596,nan,nan,nan,nan,0,0,0,1105,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157263.161237240,170,134,0.109000134,0.206481685,0.300000000,0.062147078,0.000515242,0,1,2950,1128,accepted,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157263.262097359,171,134,0.169172422,nan,nan,nan,nan,0,0,0,1165,current_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157263.463817358,172,106,0.138542373,nan,nan,nan,nan,0,0,0,1157,current_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157263.665537357,173,31,0.073225030,nan,nan,nan,nan,0,0,0,1092,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157263.867257357,174,113,0.144784634,nan,nan,nan,nan,0,0,0,1117,current_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157264.068924189,175,106,0.168712593,nan,nan,nan,nan,0,0,0,1094,current_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157264.270645618,176,67,0.152533504,nan,nan,nan,nan,0,0,0,1069,current_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157264.472365379,177,44,0.125923760,nan,nan,nan,nan,0,0,0,1082,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157264.674085379,178,67,0.110977216,nan,nan,nan,nan,0,0,0,1049,current_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157264.875805378,179,74,0.130153432,nan,nan,nan,nan,0,0,0,1021,current_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157265.077454329,180,29,0.124736809,nan,nan,nan,nan,0,0,0,1043,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157265.279174328,181,115,0.067145550,nan,nan,nan,nan,0,0,0,1028,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157265.480894327,182,73,0.047293937,4.153658108,0.300000000,nan,nan,0,0,2696,1010,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157265.682614326,183,74,0.035951884,5.461202728,0.300000000,nan,nan,0,0,2709,1007,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157265.884334326,184,53,0.133130176,nan,nan,nan,nan,0,0,0,1029,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157266.085992336,185,105,0.045898025,nan,nan,nan,nan,0,0,0,1027,loop_pair_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157266.287713289,186,45,0.078717741,nan,nan,nan,nan,0,0,0,1052,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157266.489433289,187,105,0.104377406,nan,nan,nan,nan,0,0,0,1041,loop_pair_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157266.691153526,188,74,0.103327439,5.949869224,0.300000000,nan,nan,0,0,2709,1035,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157266.892873287,189,64,0.117576233,nan,nan,nan,nan,0,0,0,1033,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157267.094533205,190,111,0.144539144,nan,nan,nan,nan,0,0,0,1155,loop_pair_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157267.296253204,191,111,0.099224324,nan,nan,nan,nan,0,0,0,1135,loop_pair_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157267.497973204,192,65,0.086366120,nan,nan,nan,nan,0,0,0,1089,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157267.699693203,193,124,0.114037802,nan,nan,nan,nan,0,0,0,1096,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157267.901413202,194,119,0.145095309,nan,nan,nan,nan,0,0,0,1087,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157268.103070259,195,89,0.072100332,8.375127493,0.300000000,nan,nan,0,0,2493,1073,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157268.304791212,196,128,0.165013856,nan,nan,nan,nan,0,0,0,1070,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157268.506511211,197,89,0.105748607,8.080240858,0.300000000,nan,nan,0,0,2493,1088,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157268.909951210,199,150,0.111986516,nan,nan,nan,nan,0,0,0,1062,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157269.111611366,200,65,0.098857771,nan,nan,nan,nan,0,0,0,1056,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157269.313331366,201,97,0.110980522,13.229694384,0.300000000,nan,nan,0,0,2503,1062,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157269.515051365,202,89,0.165460751,14.500519438,0.300000000,nan,nan,0,0,2493,1050,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157269.716771364,203,125,0.104537470,nan,nan,nan,nan,0,0,0,1093,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157269.918491364,204,164,0.058159193,0.289456664,0.300000000,0.121406964,0.005072298,0,1,2800,1087,accepted,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157270.120149136,205,164,0.088695412,nan,nan,nan,nan,0,0,0,1045,current_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157270.321870327,206,164,0.127477991,nan,nan,nan,nan,0,0,0,1045,current_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157270.523590326,207,164,0.028671527,nan,nan,nan,nan,0,0,0,1024,current_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157270.725310326,208,97,0.101008935,nan,nan,nan,nan,0,0,0,990,current_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157270.927030325,209,45,0.092126956,nan,nan,nan,nan,0,0,0,1027,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157271.128689289,210,165,0.144796795,nan,nan,nan,nan,0,0,0,1007,current_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157271.330409288,211,114,0.167775557,nan,nan,nan,nan,0,0,0,1049,current_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157273.952646255,225,172,0.171232946,nan,nan,nan,nan,0,0,0,1447,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157275.061985254,230,140,0.135531170,nan,nan,nan,nan,0,0,0,1114,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157275.667145252,233,24,0.177336335,nan,nan,nan,nan,0,0,0,1122,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157275.969725370,234,172,0.164402545,nan,nan,nan,nan,0,0,0,1087,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157276.272242546,235,122,0.179734194,nan,nan,nan,nan,0,0,0,1022,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157276.473962307,236,61,0.093069566,nan,nan,nan,nan,0,0,0,1074,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157276.675683260,237,134,0.139492269,nan,nan,nan,nan,0,0,0,1069,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157276.978263378,238,65,0.063334287,nan,nan,nan,nan,0,0,0,1038,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157277.280783176,239,125,0.140500225,nan,nan,nan,nan,0,0,0,1029,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157277.583363295,240,125,0.134487233,nan,nan,nan,nan,0,0,0,995,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157277.885943413,241,178,0.081341553,nan,nan,nan,nan,0,0,0,960,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157278.188462257,242,105,0.114674788,20.515372121,0.300000000,nan,nan,0,0,2517,946,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157278.390182257,243,124,0.155073480,nan,nan,nan,nan,0,0,0,915,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157278.591902256,244,183,0.138373325,nan,nan,nan,nan,0,0,0,896,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157278.793622255,245,133,0.083256414,nan,nan,nan,nan,0,0,0,906,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157278.995343208,246,27,0.101802926,nan,nan,nan,nan,0,0,0,929,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157279.197000265,247,186,0.135637638,0.946260764,0.300000000,nan,nan,0,0,2313,942,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157279.398720264,248,186,0.134777446,0.831566947,0.300000000,nan,nan,0,0,2313,956,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157279.600440264,249,105,0.044679032,17.516381350,0.300000000,nan,nan,0,0,2517,952,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157279.802160501,250,186,0.077821908,0.818018780,0.300000000,nan,nan,0,0,2313,960,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157280.003819227,251,128,0.109600891,nan,nan,nan,nan,0,0,0,951,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157280.205539227,252,45,0.122719221,nan,nan,nan,nan,0,0,0,1001,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157280.407259226,253,166,0.057112601,nan,nan,nan,nan,0,0,0,991,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157280.608979225,254,67,0.170107690,16.916433052,0.300000000,nan,nan,0,0,2646,1018,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157280.810699224,255,118,0.151330736,nan,nan,nan,nan,0,0,0,957,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157281.012358189,256,62,0.115515392,nan,nan,nan,nan,0,0,0,1077,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
