frame,lidar_begin_time,lidar_end_time,adaptive_map,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_voxel_rejected
1,1709437146.315300703,1709437146.411764622,1,1,1,0,-0.291339090,0.030117572,0.001882225,0.000596300,0.000365102,-0.001068950,0.999999184,777,561,0.722007722,0.020738594,0.005750748,0.003979362,0.004792531,368.389922826,1.000000000,0.004792531,0.000000000,0.000000000,0.000000000,368.389922826,1,232,222,10,0.298584299,59,24,116,50,130,215,330,923,232,213,116,215
2,1709437146.415157080,1709437146.510384798,1,1,1,0,0.047773557,0.230647590,0.000390366,0.000390654,0.000012386,-0.006968558,0.999975643,774,606,0.782945736,0.015021151,0.004688487,0.002995043,0.004717964,494.641161418,1.000000000,0.004755247,0.159884910,0.393969416,0.011799753,431.515542122,2,234,231,3,0.302325581,53,29,156,50,73,225,315,1030,466,368,272,440
3,1709437146.515002012,1709437146.614834309,1,1,1,0,0.170609614,-0.281839938,0.011370072,-0.000321171,0.000128000,0.007111767,0.999974651,798,593,0.743107769,0.015388730,0.005048269,0.003385511,0.002338331,505.382635836,1.000000000,0.003949609,0.153253975,0.921086782,0.039960543,456.137906694,3,202,195,7,0.253132832,49,43,117,50,100,285,311,1145,668,560,389,725
4,1709437146.614846468,1709437146.714291573,1,1,1,0,0.376385584,-0.273024340,0.012330642,-0.000554080,-0.000076327,0.001779304,0.999998261,799,634,0.793491865,0.013541730,0.005496949,0.003824249,0.003217669,502.786794754,1.000000000,0.003766624,0.168516846,1.127053739,0.050625421,467.800128709,4,229,227,2,0.286608260,52,41,165,50,61,246,324,1261,897,714,554,971
5,1709437146.714677334,1709437146.812725306,1,1,1,0,0.324787147,-0.365579107,0.019633574,-0.000707027,0.000089208,0.005544378,0.999984376,801,654,0.816479401,0.015564454,0.005214588,0.003722965,0.004752421,535.329450363,1.000000000,0.003963783,0.152622325,1.233271046,0.058155410,481.305993039,5,207,198,9,0.258426966,63,41,105,50,44,338,256,1382,1104,862,659,1309
6,1709437146.815307617,1709437146.915044308,1,1,1,0,0.359775300,-0.378763357,0.023506945,-0.000612967,0.000270021,0.007392482,0.999972451,801,625,0.780274657,0.012294321,0.005236389,0.003610013,0.002249382,513.624461419,1.000000000,0.003678050,0.171046998,1.270860916,0.061851493,486.692404436,6,204,191,13,0.254681648,47,40,121,50,74,313,284,1493,1308,1023,780,1622
7,1709437146.915143490,1709437147.014962435,1,1,1,0,0.311114496,-0.142788043,0.015326261,0.000081743,-0.000110881,0.000111986,0.999999984,802,658,0.820448878,0.015751954,0.005533306,0.003604279,0.005567480,335.006531467,1.000000000,0.003947968,0.158053691,1.511940044,0.076412305,465.022994012,7,211,193,18,0.263092269,64,46,71,50,32,377,214,1615,1519,1165,851,1999
8,1709437147.014972925,1709437147.114813566,1,1,1,0,0.312936296,-0.169728786,0.015464443,-0.000257780,0.000157607,0.004076612,0.999991645,797,632,0.792973651,0.012289709,0.005007831,0.003307316,0.003621882,588.888475597,1.000000000,0.003907207,0.167034257,1.538942668,0.084341516,480.506179210,8,191,177,14,0.239648683,42,49,65,50,54,394,212,1727,1710,1310,916,2393
9,1709437147.114825726,1709437147.214107990,1,1,1,0,0.354324906,-0.053000495,0.010614114,-0.000000728,-0.000213201,-0.001962569,0.999998051,782,678,0.867007673,0.016078807,0.005547674,0.003801811,0.006550435,255.470422220,1.000000000,0.004200899,0.157700907,1.662886352,0.096419822,455.502206211,9,196,173,23,0.250639386,67,43,53,50,4,419,167,1838,1906,1424,969,2812
10,1709437147.214668512,1709437147.313088417,1,1,1,0,0.367528926,-0.057143154,0.009551292,0.000078098,-0.000249840,-0.001474572,0.999998879,764,617,0.807591623,0.015249465,0.006432310,0.004309243,0.004737504,459.289135170,1.000000000,0.004254560,0.149550554,1.676765739,0.097395779,455.880899107,10,172,161,11,0.225130890,47,57,43,50,21,422,170,1931,2078,1549,1012,3234
