frame,lidar_begin_time,lidar_end_time,adaptive_map,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_voxel_rejected
1,1709437146.415157080,1709437146.510384798,1,1,1,0,-0.161053152,-0.004710636,0.000624308,-0.000719367,0.000125841,-0.000627686,0.999999536,774,587,0.758397933,0.018319773,0.006780706,0.004639320,0.008421940,432.775795864,1.000000000,0.008421940,0.000000000,0.000000000,0.000000000,432.775795864,1,247,243,4,0.319121447,51,12,153,50,119,188,339,925,247,182,153,188
2,1709437146.515002012,1709437146.614834309,1,1,1,0,-0.184215233,-0.143835278,0.000277027,-0.000704602,0.000003185,0.004115097,0.999991285,804,619,0.769900498,0.021638287,0.006418454,0.004243881,0.013333157,167.799080088,1.000000000,0.010877549,0.083049944,0.141039954,0.009485763,300.287437976,2,225,222,3,0.279850746,65,17,90,50,112,294,285,1043,472,376,243,482
3,1709437146.614846468,1709437146.714291573,1,1,1,0,-0.068560226,0.041663818,-0.003127961,-0.001753117,0.000094573,-0.000375808,0.999998388,802,649,0.809226933,0.017446142,0.006306049,0.004632795,0.013740827,193.110301161,1.000000000,0.011831975,0.094375508,0.359666551,0.018467920,264.561725704,3,237,229,8,0.295511222,58,30,145,50,62,265,300,1147,709,526,388,747
4,1709437146.714677334,1709437146.812725306,1,1,1,0,-0.048476654,-0.043158103,-0.002712759,-0.000675051,-0.000248065,0.000664598,0.999999521,787,649,0.824650572,0.021825820,0.006070615,0.004400990,0.015977670,163.102611492,1.000000000,0.012868399,0.098462879,0.446834668,0.020549396,239.196947151,4,218,207,11,0.277001271,78,24,110,50,57,298,271,1252,927,685,498,1045
5,1709437146.815307617,1709437146.915044308,1,1,1,0,0.029790054,-0.008235559,-0.002256217,0.000545560,-0.000298233,-0.000614676,0.999999618,805,646,0.802484472,0.021645808,0.005341874,0.004306540,0.013041162,175.746985277,1.000000000,0.012902951,0.093830801,0.532540387,0.023108604,226.506954776,5,214,202,12,0.265838509,70,28,77,50,67,347,244,1361,1141,850,575,1392
6,1709437146.915143490,1709437147.014962435,1,0,0,0,0.001810589,-0.016256526,-0.002524820,0.000696583,-0.000354155,-0.001208389,0.999998965,792,658,0.830808081,0.021210936,0.005818354,0.004316500,0.020324142,181.901361363,0.833333333,0.014139817,0.087021659,0.561648092,0.024296198,219.072689207,0,362,328,34,0.457070707,87,0,0,0,0,342,88,1570,1503,937,575,1734
7,1709437147.014972925,1709437147.114813566,1,0,0,0,-0.054269809,-0.006081684,0.000793360,0.000378007,-0.000035245,-0.003115123,0.999995076,799,675,0.844806008,0.025104411,0.005132721,0.003729950,0.031152958,140.360134035,0.714285714,0.016570265,0.111104044,0.618740550,0.028109209,207.828038469,0,328,290,38,0.410513141,87,0,0,0,0,382,89,1759,1831,1024,575,2116
8,1709437147.114825726,1709437147.214107990,1,0,0,0,0.013949958,-0.058136639,0.006252429,0.000512221,0.000048293,-0.000445315,0.999999768,788,713,0.904822335,0.027042940,0.006772216,0.005103498,0.020756583,166.427635834,0.625000000,0.017093555,0.135692682,0.704725761,0.033448910,202.652988139,0,267,252,15,0.338832487,99,0,0,0,0,422,99,1888,2098,1123,575,2538
9,1709437147.214668512,1709437147.313088417,1,1,1,0,-0.009179674,-0.012697282,0.005047573,0.000705980,-0.000018621,-0.001736566,0.999998243,756,651,0.861111111,0.021053001,0.006449523,0.004827411,0.019584405,173.273395962,0.666666667,0.017370316,0.128838175,0.755727396,0.036031488,199.388589009,1,192,177,15,0.253968254,74,27,30,50,15,416,148,1979,2290,1239,605,2954
10,1709437147.315298080,1709437147.415116310,1,0,0,0,-0.026082580,0.013025408,0.004511180,0.000427253,0.000019113,-0.001830743,0.999998233,798,693,0.868421053,0.017320591,0.005403302,0.003783804,0.022312549,206.657973128,0.600000000,0.017864539,0.139201803,0.786511365,0.036219800,200.115527420,0,267,249,18,0.334586466,59,0,0,0,0,472,59,2133,2557,1298,605,3426
