frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,observability_soft_weighting_active,observability_geometry_quality,observability_measurement_weight_mean,observability_measurement_weight_min,transition_guard_active,transition_guard_triggered,transition_guard_cooldown_frames,transition_guard_measurement_weight,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
1,1624181089.761859179,1624181089.861757040,6,5,0,0.013110309,0.027749694,1,0,0,0,-0.002335391,-0.004008861,-0.002967969,-0.000034227,-0.000057398,0.000270092,0.999999961,2338,1427,0.610350727,0.015459885,0.004058607,0.002975689,0.172126329,67.029052164,1287,0.951486439,185.694432181,351.920873042,686.947741399,0.151641382,0.144284718,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001129,0.000002954,0.000008106,0.152423289,0.988296844,-0.006040578,0.000000002,0.000000006,0.000000014,-0.008866958,0.044231303,-0.998981966,0.000000000,0.172126329,0.000000000,0.000000000,0.000000000,67.029052164,0,1226,1188,38,0.524379812,104,0,0,0,0,0,1007,105,2766,1226,104,0,0,1007
2,1624181089.861856699,1624181089.961797476,7,6,0,0.013567526,0.027398445,1,0,0,0,-0.006654494,-0.010062006,-0.004051645,-0.000023935,-0.000021998,0.000230330,0.999999973,2356,1607,0.682088285,0.016235121,0.004572640,0.003825212,0.187769889,73.269015240,1358,0.961012839,184.390294406,330.970593019,789.694547771,0.141289243,0.135780776,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000001043,0.000002848,0.000005828,0.141605976,0.989797308,-0.015780909,0.000000001,0.000000004,0.000000010,-0.005378099,0.024813570,-0.999677629,0.000000000,0.179948109,0.024459261,0.007514623,0.000079526,70.149033702,0,883,851,32,0.374787776,126,0,0,0,0,0,1346,127,3020,2109,230,0,0,2353
3,1624181089.961854219,1624181090.061850786,8,7,0,0.013532809,0.025739126,1,0,0,0,-0.006363196,-0.012748013,-0.004660899,0.000000318,-0.000035866,0.000126952,0.999999991,2369,1712,0.722667792,0.015788217,0.004079807,0.003263788,0.162350911,85.974380076,1432,0.962463414,179.377225076,328.652308698,870.218075470,0.130148766,0.125263425,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000828,0.000002275,0.000005202,0.144651492,0.989481686,-0.001392706,0.000000001,0.000000003,0.000000009,-0.000918794,0.008047651,-0.999967195,0.000000000,0.174082377,0.020073649,0.010284221,0.000286283,75.424149160,0,724,705,19,0.305614183,114,0,0,0,0,0,1531,114,3227,2833,344,0,0,3884
4,1624181090.061851978,1624181090.161860704,8,8,0,0.012950497,0.025239474,1,0,0,0,-0.001222734,-0.009885728,-0.005065810,-0.000030529,-0.000086332,0.000076259,0.999999993,2364,1775,0.750846024,0.016343085,0.004456844,0.003490068,0.172966302,87.997745890,1463,0.962930713,178.416086195,329.439773478,900.911773765,0.126646923,0.121952212,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000733,0.000001944,0.000004276,0.153235946,0.988189218,0.000902071,0.000000001,0.000000003,0.000000009,-0.007501088,0.015281928,-0.999855088,0.000000000,0.173803358,0.022202003,0.016181761,0.000387664,78.567548343,0,690,680,10,0.291878173,105,0,0,0,0,0,1569,105,3395,3523,449,0,0,5453
5,1624181090.261847019,1624181090.361894131,10,9,0,0.012807138,0.026399256,1,0,0,0,-0.002941099,-0.010695814,-0.004884467,-0.000026688,-0.000033811,0.000208139,0.999999977,2332,1788,0.766723842,0.016726457,0.004117505,0.003342722,0.164413258,90.109060545,1485,0.966954520,177.509571188,329.604698358,928.813192810,0.123620152,0.119535065,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000838,0.000002292,0.000004732,-0.132303626,-0.991193971,0.005501099,0.000000001,0.000000003,0.000000009,-0.003958725,0.011775147,-0.999922834,0.000000000,0.171925338,0.027426666,0.018090138,0.000651420,80.875850783,0,539,524,15,0.231132075,105,0,0,0,0,0,1687,106,3520,4062,554,0,0,7140
6,1624181090.361844540,1624181090.461852789,11,10,0,0.013834681,0.025872072,1,0,0,0,-0.003952995,-0.009757278,-0.004809624,-0.000001168,-0.000009797,0.000312819,0.999999951,2363,1830,0.774439272,0.015853161,0.003830736,0.003187912,0.154115712,94.799300763,1510,0.965015086,173.742028830,327.419667049,956.011083695,0.119232277,0.115060946,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000683,0.000001877,0.000003836,-0.118440683,-0.992930708,0.007772565,0.000000001,0.000000002,0.000000008,-0.001890631,-0.004453682,-0.999988295,0.000000000,0.168957067,0.025803964,0.019472305,0.000860778,83.196425780,0,532,522,10,0.225137537,99,0,0,0,0,0,1731,100,3639,4594,653,0,0,8871
7,1624181090.461842060,1624181090.561805964,12,11,0,0.012734671,0.025070167,1,0,0,0,-0.005158206,-0.010012097,-0.003751727,-0.000008926,-0.000041228,0.000160584,0.999999986,2359,1857,0.787197965,0.015387891,0.003592877,0.003076321,0.149546074,98.695661089,1537,0.966988506,166.885026040,338.344654176,981.031653415,0.112285116,0.108578416,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000659,0.000001810,0.000003720,-0.119857334,-0.992771681,0.006213592,0.000000001,0.000000002,0.000000008,-0.004972984,0.005577742,-0.999972079,0.000000000,0.166184068,0.028275810,0.021096070,0.001165247,85.410602253,0,395,384,11,0.167443832,94,0,0,0,0,0,1869,95,3760,4989,747,0,0,10740
8,1624181090.561839819,1624181090.661713123,13,12,0,0.013076821,0.026333323,1,0,0,0,-0.003013594,-0.010238974,-0.003504280,-0.000007632,-0.000055662,0.000152670,0.999999987,2380,1891,0.794537815,0.015004789,0.003082075,0.002708064,0.145896586,101.032880386,1564,0.969136044,165.457197408,331.669343244,1018.602231834,0.109160161,0.105791047,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000643,0.000001794,0.000003760,-0.129022308,-0.991590981,0.010028494,0.000000001,0.000000002,0.000000009,-0.005617686,0.007235044,-0.999958047,0.000000000,0.163648133,0.033411842,0.023266798,0.001181076,87.363387019,0,348,341,7,0.146218487,89,0,0,0,0,0,1942,90,3852,5337,836,0,0,12682
9,1624181090.661837339,1624181090.761733294,14,13,0,0.012989325,0.025725314,1,0,0,0,-0.004382797,-0.015661867,-0.003085060,0.000012474,-0.000047486,0.000299971,0.999999954,2381,1909,0.801763965,0.014848944,0.003244603,0.002834196,0.140096547,101.471959576,1557,0.968815601,164.024367489,326.387582561,1018.033940237,0.108737323,0.105346415,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000626,0.000001758,0.000003754,-0.105588038,-0.994387827,0.006634371,0.000000001,0.000000002,0.000000008,-0.003924575,0.010867507,-0.999933245,0.000000000,0.161031290,0.037494157,0.028875562,0.001475677,88.931006192,0,401,396,5,0.168416632,87,0,0,0,0,0,1891,89,3942,5738,923,0,0,14573
10,1624181090.761834860,1624181090.861717939,15,14,0,0.013352977,0.024980185,1,0,0,0,-0.005486336,-0.015384424,-0.003380716,0.000023056,-0.000047400,0.000126336,0.999999991,2365,1911,0.808033827,0.014775106,0.003331000,0.002905389,0.137768878,101.438295377,1577,0.970781506,161.694865622,330.966689649,1038.260879663,0.105619241,0.102533206,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000623,0.000001751,0.000003746,-0.102312184,-0.994692467,0.010913855,0.000000001,0.000000002,0.000000009,-0.000510966,0.010920781,-0.999940236,0.000000000,0.158705049,0.040278259,0.030051225,0.001822949,90.181735111,0,323,314,9,0.136575053,82,0,0,0,0,0,1959,83,4029,6061,1005,0,0,16532
11,1624181090.861832380,1624181090.961721897,16,15,0,0.012873842,0.024093260,1,0,0,0,-0.007978549,-0.015628861,-0.003944423,-0.000019314,-0.000026962,0.000364649,0.999999933,2352,1901,0.808248299,0.014249144,0.002791411,0.002432799,0.131807354,107.416962948,1590,0.970248869,158.410342170,332.659858088,1051.625501074,0.102684115,0.099629146,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000628,0.000001743,0.000003852,-0.116500311,-0.993155043,0.008410622,0.000000001,0.000000002,0.000000009,-0.005069737,0.006133843,-0.999968336,0.000000000,0.156259804,0.046532835,0.032618060,0.002299577,91.748574005,0,389,379,10,0.165391156,71,0,0,0,0,0,1892,71,4119,6450,1076,0,0,18424
12,1624181090.961829901,1624181091.061767101,17,16,0,0.013354429,0.027166466,1,0,0,0,-0.008908501,-0.017796472,-0.004968323,-0.000011454,-0.000046055,0.000356555,0.999999935,2348,1900,0.809199319,0.014514424,0.002981486,0.002501799,0.130715812,110.565806387,1592,0.971652196,158.782973300,334.805611279,1053.281712082,0.102647891,0.099738049,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000621,0.000001737,0.000003957,0.125265010,0.992108639,-0.005396826,0.000000001,0.000000002,0.000000009,-0.009942476,0.016426314,-0.999815645,0.000000000,0.154131138,0.048248372,0.035189386,0.002315765,93.316676703,0,349,340,9,0.148637138,81,0,0,0,0,0,1917,82,4206,6799,1157,0,0,20341
13,1624181091.061827421,1624181091.161813259,18,17,0,0.012797584,0.026389048,1,0,0,0,-0.008767071,-0.017869024,-0.005471533,-0.000002128,-0.000058626,0.000185180,0.999999981,2373,1930,0.813316477,0.014169878,0.003280527,0.002560847,0.130630129,108.950596360,1611,0.971200714,163.677083535,339.753492463,1061.173774954,0.104612443,0.101599679,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000616,0.000001691,0.000003869,-0.105985540,-0.994345116,0.006697367,0.000000001,0.000000002,0.000000009,0.009079711,-0.013647688,0.999865641,0.000000000,0.152323368,0.051548555,0.035717104,0.002658515,94.519285908,0,287,276,11,0.120943953,88,0,0,0,0,0,1998,88,4288,7086,1245,0,0,22339
