frame,lidar_begin_time,lidar_end_time,adaptive_map,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_voxel_rejected
1,1706584910.442404747,1706584910.542241573,1,0,0,0,-0.007571042,0.011281836,0.023218607,0.001116032,0.001484122,-0.000201022,0.999998256,1261,830,0.658207772,0.035106628,0.017169494,0.011616467,0.052196686,78.081885101,0.000000000,0.052196686,0.000000000,0.000000000,0.000000000,78.081885101,0,729,684,45,0.578112609,95,0,0,0,0,436,96,1643,729,95,0,436
2,1706584910.543051958,1706584910.642029285,1,0,0,0,-0.009311770,0.030639804,0.027432830,0.001904499,0.001380709,-0.000831664,0.999996887,1249,920,0.736589271,0.027604270,0.014548657,0.009070498,0.048874296,79.740264382,0.000000000,0.050535491,0.119634038,0.019887703,0.001259339,78.911074741,0,567,557,10,0.453963171,82,0,0,0,0,600,82,1820,1296,177,0,1036
3,1706584910.642890453,1706584910.740981817,1,0,0,0,-0.026536478,0.035273811,0.023337158,0.003261427,0.001480606,-0.000301320,0.999993540,1286,952,0.740279938,0.030270899,0.014507473,0.009791766,0.049723261,87.204096083,0.000000000,0.050264748,0.100187443,0.038189045,0.002324428,81.675415189,0,507,495,12,0.394245723,89,0,0,0,0,690,89,1992,1803,266,0,1726
4,1706584910.742739677,1706584910.842567921,1,0,0,0,-0.033244519,0.035642607,0.022177905,0.003170853,0.001345605,-0.000811294,0.999993738,1270,971,0.764566929,0.030520695,0.014846712,0.010705484,0.058116665,82.150585380,0.000000000,0.052227727,0.087349838,0.045006500,0.003345498,81.794207737,0,417,414,3,0.328346457,85,0,0,0,0,768,85,2120,2220,351,0,2494
5,1706584910.842580080,1706584910.942404270,1,0,0,0,-0.028710399,0.026738132,0.016659101,0.001658037,0.000340128,-0.001581802,0.999997317,1263,981,0.776722090,0.035613658,0.016450587,0.012950871,0.055108638,96.218810042,0.000000000,0.052803909,0.096398220,0.056421626,0.004893921,84.679128198,0,378,372,6,0.299287411,80,0,0,0,0,805,80,2214,2598,431,0,3299
6,1706584910.942415953,1706584911.042243481,1,0,0,0,-0.039503181,0.022738127,0.009821587,0.001462616,0.000177682,-0.001065248,0.999998347,1259,974,0.773629865,0.029660550,0.014518902,0.011090540,0.059230154,89.600190096,0.000000000,0.053874950,0.092620342,0.069809523,0.005926420,85.499305181,0,351,347,4,0.278792693,73,0,0,0,0,835,73,2308,2949,504,0,4134
7,1706584911.043054342,1706584911.142871141,1,0,0,0,-0.053758858,0.020964902,0.007059370,0.001412411,0.000499892,-0.000866038,0.999998503,1278,1011,0.791079812,0.030132017,0.014559890,0.010823340,0.063042329,90.200561556,0.000000000,0.055184575,0.087546714,0.084438210,0.006325731,86.170913234,0,296,293,3,0.231611894,75,0,0,0,0,907,75,2396,3245,579,0,5041
8,1706584911.142883539,1706584911.242702007,1,0,0,0,-0.061303021,0.023222545,0.011610998,0.000557098,0.000799228,-0.000682863,0.999999292,1272,974,0.765723270,0.027158069,0.013235575,0.009590251,0.051939135,95.087271749,0.000000000,0.054778895,0.094285679,0.093533741,0.006691558,87.285458049,0,298,294,4,0.234276730,58,0,0,0,0,916,58,2472,3543,637,0,5957
9,1706584911.242713690,1706584911.342554092,1,0,0,0,-0.070361730,0.026458844,0.015370083,0.001168116,0.001062057,-0.000705417,0.999998505,1345,1033,0.768029740,0.029861780,0.013868610,0.009576395,0.065494783,91.844336508,0.000000000,0.055969550,0.089654518,0.103861594,0.006735076,87.792000100,0,313,306,7,0.232713755,72,0,0,0,0,960,72,2563,3856,709,0,6917
10,1706584911.342565298,1706584911.442408562,1,0,0,0,-0.066665420,0.027648120,0.016959745,0.000516268,0.001012108,-0.000627613,0.999999158,1252,963,0.769169329,0.025151872,0.012232410,0.008886843,0.061716913,90.640091623,0.000000000,0.056544286,0.102528100,0.108057320,0.006889247,88.076809252,0,218,216,2,0.174121406,56,0,0,0,0,978,56,2614,4074,765,0,7895
