frame,lidar_begin_time,lidar_end_time,adaptive_map,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_voxel_rejected
1,1709437779.044625998,1709437779.143169165,1,0,0,0,-0.071613797,0.291187532,-0.030720479,-0.001255384,-0.000531020,-0.001808903,0.999997435,880,612,0.695454545,0.037019278,0.012505887,0.008149790,0.026992582,578.402272184,0.000000000,0.026992582,0.000000000,0.000000000,0.000000000,578.402272184,0,644,565,79,0.731818182,75,0,0,0,0,161,75,1334,644,75,0,161
2,1709437779.145267010,1709437779.245099068,1,0,0,0,-0.025877089,0.149513103,-0.020108818,-0.001131577,-0.000436167,-0.000769809,0.999998968,881,679,0.770715096,0.022364304,0.006458535,0.004835555,0.026448757,476.978132272,0.000000000,0.026720670,0.246784952,0.149251792,0.002077841,527.690202228,0,519,483,36,0.589103292,90,0,0,0,0,272,90,1640,1163,165,0,433
3,1709437779.245111942,1709437779.344941854,1,0,0,0,0.003111669,0.090480329,-0.005725629,-0.000813498,-0.000053362,-0.001432085,0.999998642,865,693,0.801156069,0.022537411,0.006576244,0.004713377,0.030549431,456.661511520,0.000000000,0.027996924,0.251509998,0.216572611,0.003403292,504.013971992,0,411,378,33,0.475144509,94,0,0,0,0,358,96,1897,1574,259,0,791
4,1709437779.344953775,1709437779.444775105,1,0,0,0,-0.045581996,0.072421449,0.000464905,-0.001067098,0.000089072,-0.000788106,0.999999116,883,722,0.817667044,0.025593790,0.007345371,0.004989356,0.029902256,518.805599485,0.000000000,0.028473257,0.222999358,0.268874799,0.004690974,507.711878865,0,370,339,31,0.419026048,115,0,0,0,0,397,116,2128,1944,374,0,1188
5,1709437779.444786787,1709437779.543955326,1,0,0,0,-0.051402564,0.105448712,-0.000092735,-0.001472503,-0.000050832,-0.001061579,0.999998351,873,728,0.833906071,0.024569802,0.009086643,0.006149793,0.032170604,474.391919758,0.000000000,0.029212726,0.205932593,0.302415670,0.005237579,501.047887044,0,360,334,26,0.412371134,99,0,0,0,0,414,99,2345,2304,473,0,1602
6,1709437779.544629574,1709437779.642984629,1,0,0,0,-0.032441629,0.098130296,-0.001072034,-0.001252403,0.000036300,-0.001082437,0.999998629,896,750,0.837053571,0.021493380,0.007753841,0.005241398,0.032716980,335.367979125,0.000000000,0.029796768,0.206836429,0.322763528,0.005279536,473.434569058,0,358,342,16,0.399553571,102,0,0,0,0,436,102,2527,2662,575,0,2038
7,1709437779.645257235,1709437779.741848946,1,0,0,0,-0.049225818,0.091241203,-0.003435834,-0.001015882,0.000046212,-0.001103117,0.999998874,838,726,0.866348449,0.025436287,0.006642387,0.004776238,0.030369751,419.743782097,0.000000000,0.029878623,0.191677030,0.341059871,0.005320901,465.764456635,0,277,261,16,0.330548926,111,0,0,0,0,449,112,2681,2939,686,0,2487
8,1709437779.745090008,1709437779.844928026,1,0,0,0,-0.057579597,0.122962643,-0.009999513,-0.001121679,-0.000157439,-0.001139151,0.999998710,877,759,0.865450399,0.021541919,0.006146574,0.004683651,0.040798516,412.202762895,0.000000000,0.031243610,0.190477289,0.374513081,0.005392521,459.069244917,0,280,267,13,0.319270239,96,0,0,0,0,498,99,2814,3219,782,0,2985
9,1709437779.844940424,1709437779.943872929,1,0,0,0,-0.020067672,0.082947129,-0.001641898,-0.001176055,0.000225378,-0.001113476,0.999998663,843,734,0.870699881,0.026813153,0.006567036,0.005152049,0.031661687,416.251704820,0.000000000,0.031290063,0.179521704,0.429994929,0.005442987,454.311740462,0,239,229,10,0.283511269,113,0,0,0,0,490,114,2936,3458,895,0,3475
10,1709437779.944783688,1709437780.042524099,1,0,0,0,-0.030535062,0.083928810,-0.003237206,-0.001361268,0.000074717,-0.000967798,0.999998602,869,770,0.886075949,0.023024999,0.006582439,0.005155904,0.038733291,430.994778572,0.000000000,0.032034386,0.173911613,0.440628600,0.005734670,451.980044273,0,250,239,11,0.287686997,118,0,0,0,0,500,119,3068,3708,1013,0,3975
11,1709437780.044632912,1709437780.141211510,1,0,0,0,-0.027920894,0.113540332,-0.005889570,-0.001431545,0.000045969,-0.001159840,0.999998302,837,732,0.874551971,0.023808824,0.005919877,0.004534359,0.029849083,400.806583133,0.000000000,0.031835722,0.167165933,0.470473384,0.006118681,447.327911442,0,229,218,11,0.273596177,107,0,0,0,0,497,111,3177,3937,1120,0,4472
