time,current_id,candidate_id,scan_context_distance,icp_fitness,threshold,trans_error,yaw_error,degenerate_pair,accepted,target_points,source_points,reason,directional_noise_applied,directional_translation_scale,weak_tx,weak_ty,weak_tz
1517157236.737563372,45,9,0.151609660,0.169873634,0.300000000,0.052031750,0.001329550,0,1,2947,1035,accepted,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157237.140942335,47,10,0.166916545,nan,nan,nan,nan,0,0,0,1060,current_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157237.342662334,48,17,0.177146701,nan,nan,nan,nan,0,0,0,1029,current_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157237.746102333,50,17,0.147167338,nan,nan,nan,nan,0,0,0,1089,current_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157237.947822332,51,8,0.154114572,nan,nan,nan,nan,0,0,0,1101,current_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157238.149482250,52,19,0.140650789,nan,nan,nan,nan,0,0,0,1090,current_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157239.158021212,57,26,0.164928582,nan,nan,nan,nan,0,0,0,1087,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157239.359741211,58,26,0.138453282,nan,nan,nan,nan,0,0,0,1078,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157239.561461210,59,27,0.124817878,nan,nan,nan,nan,0,0,0,1095,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157239.964901209,61,27,0.150876904,nan,nan,nan,nan,0,0,0,1043,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157240.166559219,62,31,0.156507972,nan,nan,nan,nan,0,0,0,1052,loop_pair_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157240.368279219,63,31,0.116829436,nan,nan,nan,nan,0,0,0,1088,loop_pair_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157240.569999218,64,31,0.084858446,nan,nan,nan,nan,0,0,0,1166,loop_pair_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
