frame,lidar_begin_time,lidar_end_time,adaptive_map,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_voxel_rejected
1,1706585247.682912350,1706585247.782312155,1,0,0,0,-0.053338593,0.025442449,0.016277361,-0.002058399,0.001158765,-0.000538895,0.999997065,1036,704,0.679536680,0.028919422,0.013051028,0.009197449,0.022712363,96.779924997,0.000000000,0.022712363,0.000000000,0.000000000,0.000000000,96.779924997,0,602,570,32,0.581081081,82,0,0,0,0,352,82,1340,602,82,0,352
2,1706585247.782747984,1706585247.881081343,1,0,0,0,0.026103477,0.015659309,-0.005469353,-0.001527522,-0.000262868,-0.000920876,0.999998375,1053,788,0.748338082,0.024082873,0.010603485,0.008091226,0.022234119,102.169474501,0.000000000,0.022473241,0.091251702,0.082943788,0.000758387,99.474699749,0,409,392,17,0.388414055,74,0,0,0,0,569,75,1478,1011,156,0,921
3,1706585247.882591963,1706585247.979888678,1,0,0,0,0.066738672,0.008072614,0.006607821,-0.001861540,0.001165287,-0.000906768,0.999997177,1045,794,0.759808612,0.025003904,0.012128166,0.008784882,0.029665355,86.756618224,0.000000000,0.024870613,0.080642456,0.126009262,0.000781458,95.235339241,0,304,298,6,0.290909091,58,0,0,0,0,683,58,1597,1315,214,0,1604
4,1706585247.982422352,1706585248.082259417,1,0,0,0,0.077899717,-0.004709159,0.005450915,-0.002311400,0.000928819,-0.000522245,0.999996761,1030,785,0.762135922,0.023561505,0.010894069,0.007644046,0.023016304,107.960804711,0.000000000,0.024407035,0.082745291,0.143017527,0.001550550,98.416705608,0,254,238,16,0.246601942,61,0,0,0,0,714,62,1693,1569,275,0,2318
5,1706585248.083070040,1706585248.182895422,1,0,0,0,0.057456550,0.001748471,0.010150612,-0.001746202,0.000765283,-0.000501140,0.999998057,1033,785,0.759922556,0.022866893,0.011488397,0.008309499,0.028926828,94.876722806,0.000000000,0.025310994,0.085726588,0.164965447,0.001594381,97.708709048,0,250,242,8,0.242013553,57,0,0,0,0,726,57,1783,1819,332,0,3044
6,1706585248.182907343,1706585248.282731533,1,1,1,0,0.055749819,-0.007753796,0.014565711,-0.002694956,0.001013885,-0.000339963,0.999995797,1039,782,0.752646776,0.022045331,0.010701657,0.007491508,0.018707955,123.403622356,0.166666667,0.024210487,0.090806162,0.175581431,0.001913944,101.991194599,1,149,149,0,0.143407122,50,88,6,8,0,746,144,1822,1968,470,6,3790
7,1706585248.282743216,1706585248.382568836,1,0,0,0,0.067997258,-0.012360848,0.012324157,-0.002644675,0.000740084,-0.000273345,0.999996192,1034,795,0.768858801,0.023191270,0.012001355,0.008288897,0.028149698,107.724698691,0.142857143,0.024773232,0.086494071,0.188857322,0.002048731,102.810266612,0,202,199,3,0.195357834,52,0,0,0,0,780,52,1886,2170,522,6,4570
8,1706585248.382580996,1706585248.482402802,1,0,0,0,0.044633136,-0.012001189,0.010585991,-0.003075970,0.000737748,0.000062867,0.999994995,1048,817,0.779580153,0.024282466,0.012661451,0.008657042,0.028796301,111.743209850,0.125000000,0.025276115,0.080891755,0.212288770,0.002720527,103.926884517,0,204,201,3,0.194656489,58,0,0,0,0,786,58,1949,2374,580,6,5356
9,1706585248.482415676,1706585248.582250834,1,1,1,0,0.035890334,-0.004927771,0.007993286,-0.002797411,0.000499609,-0.000332634,0.999995907,1063,827,0.777986830,0.022895301,0.010757323,0.007761706,0.018159123,147.206432658,0.222222222,0.024485339,0.078730973,0.223829652,0.003509783,108.735723199,1,146,146,0,0.137347131,50,74,10,3,0,783,134,1979,2520,704,16,6139
10,1706585248.583061695,1706585248.682876110,1,0,0,0,0.029634480,-0.001020960,0.006006710,-0.001962702,0.000344406,-0.000284198,0.999997974,1054,813,0.771347249,0.020949742,0.012092679,0.008480589,0.023088344,114.454445141,0.200000000,0.024345639,0.085446081,0.231468066,0.003608096,109.307595394,0,192,189,3,0.182163188,39,0,0,0,0,823,39,2021,2712,743,16,6962
