frame,lidar_begin_time,lidar_end_time,adaptive_map,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_voxel_rejected
1,1709437779.044625998,1709437779.143169165,1,0,0,0,-0.071613799,0.291187532,-0.030720479,-0.001255384,-0.000531020,-0.001808903,0.999997435,880,612,0.695454545,0.037019278,0.012505887,0.008149790,0.026992582,578.402272178,0.000000000,0.026992582,0.000000000,0.000000000,0.000000000,578.402272178,0,644,565,79,0.731818182,75,0,0,0,0,161,75,1334,644,75,0,161
2,1709437779.145267010,1709437779.245099068,1,0,0,0,-0.027401225,0.157263206,-0.020230451,-0.001097885,-0.000429865,-0.000816977,0.999998971,881,679,0.770715096,0.022303155,0.006434392,0.004838526,0.026435691,477.487114699,0.000000000,0.026714136,0.248070127,0.141423186,0.001983463,527.944693438,0,518,480,38,0.587968218,92,0,0,0,0,271,92,1641,1162,167,0,432
3,1709437779.245111942,1709437779.344941854,1,0,0,0,-0.010592375,0.084122125,-0.004126760,-0.000915969,0.000009790,-0.001111054,0.999998963,858,691,0.805361305,0.023085320,0.006575506,0.004699839,0.030650275,434.362546506,0.000000000,0.028026183,0.246109160,0.218179189,0.002572579,496.750644461,0,415,384,31,0.483682984,90,0,0,0,0,351,92,1903,1577,257,0,783
4,1709437779.344953775,1709437779.444775105,1,0,0,0,-0.052266652,0.072277468,0.002028597,-0.001165883,0.000301522,-0.000876600,0.999998891,879,727,0.827076223,0.026671822,0.007649349,0.005319167,0.028382573,536.216822706,0.000000000,0.028115280,0.215067994,0.261939098,0.003040804,506.617189022,0,372,347,25,0.423208191,118,0,0,0,0,388,119,2135,1949,375,0,1171
5,1709437779.444786787,1709437779.543955326,1,0,0,0,-0.084552269,0.104392931,0.001491030,-0.001344292,0.000181597,-0.001208992,0.999998349,874,732,0.837528604,0.025803139,0.008110121,0.005383388,0.033792591,503.979314342,0.000000000,0.029250742,0.195666916,0.307480870,0.003705373,506.089614086,0,355,332,23,0.406178490,111,0,0,0,0,408,111,2340,2304,486,0,1579
6,1709437779.544629574,1709437779.642984629,1,0,0,0,-0.051610231,0.069913874,0.005067298,-0.001282707,0.000311562,-0.001066105,0.999998561,895,765,0.854748603,0.024981195,0.009069709,0.006324534,0.035534791,358.053440949,0.000000000,0.030298084,0.182988991,0.355301085,0.003990836,481.416918563,0,356,342,14,0.397765363,104,0,0,0,0,435,104,2528,2660,590,0,2014
7,1709437779.645257235,1709437779.741848946,1,0,0,0,-0.048919423,0.013870436,0.003053930,-0.001256265,0.000187766,-0.000759736,0.999998905,842,723,0.858669834,0.026728149,0.007601551,0.005584113,0.029991608,368.865480887,0.000000000,0.030254302,0.169342074,0.411445194,0.004603900,465.338141752,0,301,285,16,0.357482185,102,0,0,0,0,438,103,2687,2961,692,0,2452
8,1709437779.745090008,1709437779.844928026,1,0,0,0,-0.045301301,-0.000057255,0.000036171,-0.001147356,0.000045084,-0.000531200,0.999999200,879,773,0.879408419,0.022930489,0.006676795,0.005213218,0.041215281,378.768055213,0.000000000,0.031624424,0.167945086,0.426148195,0.005061340,454.516880935,0,275,260,15,0.312855518,106,0,0,0,0,495,109,2831,3236,798,0,2947
9,1709437779.844940424,1709437779.943872929,1,0,0,0,-0.018257921,-0.057235697,0.006297731,-0.001237191,0.000383779,-0.000349609,0.999999100,844,754,0.893364929,0.029018233,0.007474013,0.005474343,0.037957773,369.881791747,0.000000000,0.032328129,0.160015667,0.489708607,0.005423676,445.112982136,0,247,238,9,0.292654028,119,0,0,0,0,477,120,2963,3483,917,0,3424
10,1709437779.944783688,1709437780.042524099,1,0,0,0,-0.011321871,-0.053383974,0.003671135,-0.001276294,0.000222439,-0.000284208,0.999999120,870,774,0.889655172,0.023903308,0.006938251,0.005508806,0.043129940,393.018997280,0.000000000,0.033408311,0.156165731,0.498065853,0.005554861,439.903583651,0,229,222,7,0.263218391,121,0,0,0,0,519,122,3087,3712,1038,0,3943
