time,current_id,candidate_id,scan_context_distance,icp_fitness,threshold,trans_error,yaw_error,degenerate_pair,accepted,target_points,source_points,reason,directional_noise_applied,directional_translation_scale,weak_tx,weak_ty,weak_tz
1517157236.737563372,45,9,0.151666986,0.155413677,0.300000000,0.037950925,0.001245006,0,1,2981,1036,accepted,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157237.140942335,47,10,0.157434090,nan,nan,nan,nan,0,0,0,1061,current_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157237.746102333,50,8,0.172468532,nan,nan,nan,nan,0,0,0,1093,current_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157237.947822332,51,8,0.154060347,nan,nan,nan,nan,0,0,0,1099,current_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157238.149482250,52,18,0.151338722,nan,nan,nan,nan,0,0,0,1087,current_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157239.158021212,57,18,0.154101803,nan,nan,nan,nan,0,0,0,1087,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157239.359741211,58,27,0.134301761,nan,nan,nan,nan,0,0,0,1075,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157239.561461210,59,27,0.130900180,nan,nan,nan,nan,0,0,0,1094,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157239.964901209,61,29,0.126132627,nan,nan,nan,nan,0,0,0,1043,loop_pair_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157240.166559219,62,29,0.139647627,nan,nan,nan,nan,0,0,0,1052,loop_pair_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157240.368279219,63,10,0.139321652,nan,nan,nan,nan,0,0,0,1090,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157240.569999218,64,32,0.096642989,nan,nan,nan,nan,0,0,0,1166,loop_pair_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157240.771719217,65,33,0.123243215,nan,nan,nan,nan,0,0,0,1124,loop_pair_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157240.973439217,66,27,0.068950679,nan,nan,nan,nan,0,0,0,1122,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157241.175098181,67,29,0.095109362,nan,nan,nan,nan,0,0,0,1106,loop_pair_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157241.376818180,68,28,0.139808506,nan,nan,nan,nan,0,0,0,1119,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157242.486236334,73,27,0.077766397,nan,nan,nan,nan,0,0,0,1108,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157242.687956333,74,29,0.131796151,nan,nan,nan,nan,0,0,0,1093,loop_pair_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157242.889676332,75,29,0.149087318,2.054961064,0.300000000,nan,nan,0,0,3042,1091,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157243.091324329,76,28,0.157856936,nan,nan,nan,nan,0,0,0,1089,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157243.293044329,77,32,0.144054700,0.396732909,0.300000000,nan,nan,0,0,3095,1148,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157243.696484327,79,47,0.118250581,0.382299709,0.300000000,nan,nan,0,0,2948,1141,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157244.503295183,83,45,0.142214532,0.807835274,0.300000000,nan,nan,0,0,3078,1107,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
