frame,lidar_begin_time,lidar_end_time,adaptive_map,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_voxel_rejected
1,1709436659.195313454,1709436659.293277979,1,1,1,0,-0.137820808,-0.229469741,0.043630197,0.003091497,0.001583520,-0.000631942,0.999993768,951,657,0.690851735,0.048426136,0.019143600,0.010198053,0.019412394,364.406632471,1.000000000,0.019412394,0.000000000,0.000000000,0.000000000,364.406632471,1,391,371,20,0.411146162,108,56,44,50,175,177,383,1216,391,339,44,177
2,1709436659.295148134,1709436659.392018318,1,1,1,0,0.038903201,-0.558296944,-0.005012754,-0.003820970,0.000025556,0.002789719,0.999988808,984,712,0.723577236,0.049878251,0.023148858,0.016489272,0.017002831,462.105940270,1.000000000,0.018207613,0.014771621,0.376463599,0.006833301,413.256286370,2,377,357,20,0.383130081,80,60,10,50,135,321,286,1445,768,614,54,498
3,1709436659.394989252,1709436659.490612984,1,0,1,0,0.003260157,-0.509239195,-0.009793924,-0.006882139,0.000454919,0.001726845,0.999974723,1029,737,0.716229349,0.061245560,0.020948782,0.015616603,0.022108166,444.475123329,0.666666667,0.019507797,0.107770788,0.437290804,0.008965160,423.662565357,0,542,467,75,0.526724976,123,0,0,0,0,361,126,1794,1310,737,54,859
4,1709436659.494827271,1709436659.594626904,1,0,1,0,0.029681129,-0.526535050,-0.014476199,-0.006492106,-0.000045382,0.002371038,0.999976114,1009,742,0.735381566,0.048429884,0.020999174,0.017663623,0.034001723,399.103362006,0.500000000,0.023131279,0.103347593,0.469214746,0.010260379,417.522764519,0,496,446,50,0.491575818,87,0,0,0,0,426,87,2093,1806,824,54,1285
5,1709436659.594650745,1709436659.694434166,1,0,0,0,0.029428116,-0.513915699,-0.013422118,-0.005384127,-0.000388426,0.002984487,0.999980976,969,753,0.777089783,0.044265190,0.018974910,0.014817513,0.025115684,475.999993522,0.400000000,0.023528160,0.113280506,0.481880570,0.011490891,429.218210319,0,385,347,38,0.397316821,99,0,0,0,0,485,99,2342,2191,923,54,1770
6,1709436659.695294380,1709436659.795111179,1,0,0,0,0.041587835,-0.374524542,-0.013254181,-0.003965239,-0.000466391,0.002476460,0.999988963,949,746,0.786090622,0.044518379,0.017464901,0.014123857,0.033476087,402.543716825,0.333333333,0.025186148,0.114552543,0.621801197,0.012507387,424.772461404,0,370,351,19,0.389884089,105,0,0,0,0,474,105,2550,2561,1028,54,2244
7,1709436659.795123100,1709436659.894934416,1,0,0,0,0.064554911,-0.377173460,-0.009439125,-0.003600149,-0.000179533,0.002155264,0.999991181,1007,799,0.793445879,0.040285476,0.014468889,0.011723733,0.024509123,499.349798056,0.285714286,0.025089430,0.127728398,0.645233184,0.013152176,435.426366640,0,349,334,15,0.346573982,122,0,0,0,0,536,122,2733,2910,1150,54,2780
8,1709436659.894958496,1709436659.994790077,1,0,0,0,0.062003344,-0.347889935,-0.002983765,-0.003204082,-0.000146055,0.001634805,0.999993520,983,789,0.802644964,0.039420017,0.014341600,0.012164299,0.021722745,432.400977028,0.250000000,0.024668594,0.136780694,0.675328150,0.014193441,435.048192938,0,328,319,9,0.333672431,116,0,0,0,0,539,116,2911,3238,1266,54,3319
9,1709436659.994801283,1709436660.094627142,1,1,1,0,0.053111687,-0.364678390,-0.000673060,-0.003351834,-0.000302640,0.001830793,0.999992661,973,777,0.798561151,0.035654290,0.013866165,0.011140253,0.019985108,434.987831593,0.333333333,0.024148207,0.153913201,0.694465892,0.014586507,435.041486122,1,198,188,10,0.203494347,99,90,0,36,0,586,189,3001,3436,1455,54,3905
10,1709436660.094640017,1709436660.194464445,1,0,0,0,0.009456060,-0.400187987,0.002747789,-0.003764112,-0.000025888,0.002046199,0.999990822,954,780,0.817610063,0.040845937,0.013593664,0.010854171,0.021805118,454.215956245,0.300000000,0.023913898,0.151199435,0.750843613,0.015015476,436.958933134,0,280,268,12,0.293501048,113,0,0,0,0,561,113,3130,3716,1568,54,4466
11,1709436660.195273161,1709436660.293509483,1,1,1,0,0.024577659,-0.418814499,-0.000069582,-0.003934858,-0.000121815,0.002184150,0.999989866,946,749,0.791754757,0.039532375,0.015060695,0.011358034,0.016686099,510.133525390,0.363636364,0.023256825,0.150473622,0.775000337,0.015292138,443.611168794,1,194,185,9,0.205073996,97,96,0,30,0,558,194,3216,3910,1761,54,5024
12,1709436660.295117855,1709436660.394953966,1,0,0,0,0.004496381,-0.347948316,0.001665395,-0.003584492,-0.000065833,0.001890163,0.999991787,957,775,0.809822362,0.036333685,0.013183224,0.009484859,0.022765581,476.910378210,0.333333333,0.023215888,0.155641971,0.848677225,0.015880591,446.386102912,0,263,254,9,0.274817137,97,0,0,0,0,595,99,3342,4173,1858,54,5619
