relative_s,lidar_begin_time,lidar_end_time,downsampled_points,effective_points,residual_mean,degeneracy_mode,map_added,total_rejected,unclassified_range_reject,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_rejected
0.0,1706584908.442463,1706584908.5422764,1311.0,899.0,0.029220247,0.0,754.0,116.0,28.0,88.0,0.0,0.0,0.0,0.0
0.10064840316772461,1706584908.5430872,1706584908.6429248,1280.0,928.0,0.025808672,0.0,553.0,121.0,40.0,81.0,0.0,0.0,0.0,0.0
0.20049214363098145,1706584908.6429367,1706584908.7427685,1333.0,1008.0,0.026169791,0.0,488.0,145.0,39.0,106.0,0.0,0.0,0.0,0.0
0.3003239631652832,1706584908.742781,1706584908.8426003,1319.0,1011.0,0.025635564,0.0,397.0,130.0,38.0,92.0,0.0,0.0,0.0,0.0
0.40015745162963867,1706584908.8426116,1706584908.9424338,1329.0,1031.0,0.027681405,0.0,354.0,148.0,42.0,106.0,0.0,0.0,0.0,0.0
0.4999971389770508,1706584908.9424462,1706584909.0422735,1315.0,1024.0,0.026654035,0.0,287.0,133.0,35.0,98.0,0.0,0.0,0.0,0.0
0.6006472110748291,1706584909.0430825,1706584909.1429236,1311.0,1040.0,0.026783802,0.0,252.0,116.0,34.0,82.0,0.0,0.0,0.0,0.0
0.7004873752593994,1706584909.1429358,1706584909.2427638,1332.0,1035.0,0.022948063,0.0,242.0,103.0,30.0,73.0,0.0,0.0,0.0,0.0
0.8003320693969727,1706584909.2427747,1706584909.3426085,1310.0,1019.0,0.028163479,0.0,204.0,109.0,30.0,79.0,0.0,0.0,0.0,0.0
0.8996949195861816,1706584909.3426201,1706584909.4419713,1329.0,1039.0,0.02607784,0.0,199.0,85.0,22.0,63.0,0.0,0.0,0.0,0.0
1.0000107288360596,1706584909.442457,1706584909.542287,1319.0,1031.0,0.025918338,0.0,193.0,98.0,34.0,64.0,0.0,0.0,0.0,0.0
1.1006438732147217,1706584909.5430965,1706584909.6429203,1342.0,1053.0,0.023578866,0.0,181.0,82.0,29.0,53.0,0.0,0.0,0.0,0.0
1.2004728317260742,1706584909.642931,1706584909.7427492,1316.0,1043.0,0.025084315,0.0,183.0,97.0,31.0,66.0,0.0,0.0,0.0,0.0
1.3003013134002686,1706584909.742761,1706584909.8425777,1319.0,1031.0,0.022451651,0.0,160.0,93.0,36.0,57.0,0.0,0.0,0.0,0.0
1.4001240730285645,1706584909.84259,1706584909.9424005,1316.0,1037.0,0.025373329,0.0,178.0,84.0,32.0,52.0,0.0,0.0,0.0,0.0
1.4999475479125977,1706584909.942412,1706584910.042224,1341.0,1056.0,0.023426505,0.0,155.0,87.0,32.0,55.0,0.0,0.0,0.0,0.0
1.6005914211273193,1706584910.043035,1706584910.1428678,1328.0,1022.0,0.023922493,0.0,127.0,82.0,32.0,50.0,0.0,0.0,0.0,0.0
1.7004420757293701,1706584910.1428792,1706584910.2427185,1313.0,1016.0,0.023394457,0.0,140.0,77.0,33.0,44.0,0.0,0.0,0.0,0.0
1.8002829551696777,1706584910.2427301,1706584910.3425593,1289.0,979.0,0.021940114,0.0,122.0,70.0,31.0,39.0,0.0,0.0,0.0,0.0
1.9001173973083496,1706584910.342571,1706584910.4423938,1318.0,1031.0,0.02244518,0.0,154.0,79.0,29.0,50.0,0.0,0.0,0.0,0.0
1.9999651908874512,1706584910.4424047,1706584910.5422416,1315.0,994.0,0.024053264,0.0,144.0,76.0,30.0,46.0,0.0,0.0,0.0,0.0
2.1006016731262207,1706584910.543052,1706584910.642878,1298.0,1003.0,0.023141996,0.0,131.0,69.0,33.0,36.0,0.0,0.0,0.0,0.0
2.2004518508911133,1706584910.6428905,1706584910.7427282,1335.0,1026.0,0.022603955,0.0,150.0,76.0,37.0,39.0,0.0,0.0,0.0,0.0
2.3002915382385254,1706584910.7427397,1706584910.842568,1320.0,1024.0,0.022715939,0.0,117.0,83.0,36.0,47.0,0.0,0.0,0.0,0.0
2.40012788772583,1706584910.84258,1706584910.9424043,1323.0,1023.0,0.023153917,0.0,117.0,81.0,38.0,43.0,0.0,0.0,0.0,0.0
2.499967098236084,1706584910.942416,1706584911.0422435,1302.0,1018.0,0.022020732,0.0,97.0,73.0,37.0,36.0,0.0,0.0,0.0,0.0
2.6005947589874268,1706584911.0430543,1706584911.1428711,1339.0,1044.0,0.022964423,0.0,112.0,80.0,37.0,43.0,0.0,0.0,0.0,0.0
2.700425624847412,1706584911.1428835,1706584911.242702,1325.0,1038.0,0.022705002,0.0,105.0,74.0,39.0,35.0,0.0,0.0,0.0,0.0
2.8002777099609375,1706584911.2427137,1706584911.342554,1395.0,1069.0,0.024405328,0.0,110.0,90.0,42.0,48.0,0.0,0.0,0.0,0.0
2.900132179260254,1706584911.3425653,1706584911.4424086,1307.0,1001.0,0.022275832,0.0,85.0,74.0,46.0,28.0,0.0,0.0,0.0,0.0
2.9999730587005615,1706584911.4424202,1706584911.5422494,1291.0,946.0,0.020063462,0.0,119.0,67.0,43.0,24.0,0.0,0.0,0.0,0.0
3.1006085872650146,1706584911.5430586,1706584911.642885,1317.0,1005.0,0.022727768,0.0,81.0,76.0,41.0,35.0,0.0,0.0,0.0,0.0
3.2004435062408447,1706584911.6428967,1706584911.74272,1292.0,964.0,0.023383333,0.0,98.0,74.0,44.0,30.0,0.0,0.0,0.0,0.0
3.3002865314483643,1706584911.742731,1706584911.842563,1302.0,998.0,0.021483125,0.0,80.0,62.0,37.0,25.0,0.0,0.0,0.0,0.0
3.400129795074463,1706584911.8425748,1706584911.9424062,1321.0,1008.0,0.023690035,0.0,80.0,77.0,43.0,34.0,0.0,0.0,0.0,0.0
3.4999654293060303,1706584911.9424179,1706584912.0422418,1302.0,1007.0,0.022746141,0.0,85.0,71.0,43.0,28.0,0.0,0.0,0.0,0.0
3.600625991821289,1706584912.0430532,1706584912.1429024,1333.0,1012.0,0.023454437,0.0,79.0,85.0,42.0,43.0,0.0,0.0,0.0,0.0
3.7004764080047607,1706584912.142915,1706584912.2427528,1330.0,1026.0,0.021592436,0.0,79.0,74.0,48.0,26.0,0.0,0.0,0.0,0.0
3.8003087043762207,1706584912.2427654,1706584912.342585,1326.0,1017.0,0.02450859,0.0,79.0,78.0,49.0,29.0,0.0,0.0,0.0,0.0
3.900139570236206,1706584912.3425968,1706584912.442416,1320.0,994.0,0.021450362,0.0,81.0,74.0,51.0,23.0,0.0,0.0,0.0,0.0
3.9999821186065674,1706584912.4424288,1706584912.5422585,1348.0,1018.0,0.023058172,0.0,75.0,79.0,46.0,33.0,0.0,0.0,0.0,0.0
4.100615739822388,1706584912.5430691,1706584912.6428921,1306.0,1009.0,0.024439166,0.0,82.0,76.0,45.0,31.0,0.0,0.0,0.0,0.0
4.200449466705322,1706584912.6429033,1706584912.7427258,1297.0,976.0,0.023313088,0.0,77.0,67.0,41.0,26.0,0.0,0.0,0.0,0.0
4.300271511077881,1706584912.7427382,1706584912.842548,1309.0,1004.0,0.020959776,0.0,78.0,70.0,46.0,24.0,0.0,0.0,0.0,0.0
4.400115728378296,1706584912.8425603,1706584912.942392,1297.0,970.0,0.023887942,0.0,74.0,80.0,48.0,32.0,0.0,0.0,0.0,0.0
4.499958753585815,1706584912.942403,1706584913.0422351,1299.0,988.0,0.021435863,0.0,77.0,82.0,44.0,38.0,0.0,0.0,0.0,0.0
4.600607395172119,1706584913.0430439,1706584913.1428838,1336.0,989.0,0.022293717,0.0,64.0,79.0,45.0,34.0,0.0,0.0,0.0,0.0
4.700451135635376,1706584913.1428955,1706584913.2427275,1290.0,988.0,0.020898607,0.0,68.0,66.0,39.0,27.0,0.0,0.0,0.0,0.0
4.800295114517212,1706584913.2427402,1706584913.3425715,1323.0,1002.0,0.021747949,0.0,57.0,70.0,46.0,24.0,0.0,0.0,0.0,0.0
4.900134801864624,1706584913.3425837,1706584913.4424112,1359.0,1049.0,0.022216819,0.0,74.0,68.0,43.0,25.0,0.0,0.0,0.0,0.0
