frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,localizability_reference_ready,localizability_f0_reference,localizability_lambda0_reference,localizability_f0_ratio,localizability_lambda0_ratio,directional_degenerate,sparse_degenerate,match_quality_degenerate,transition_guard_triggered,transition_guard_turn_residual_triggered,transition_guard_map_active,transition_guard_map_hold_remaining,transition_guard_history_ready,lidar_nominal_correction_translation,lidar_nominal_correction_rotation,lidar_correction_translation_threshold,lidar_correction_rotation_threshold,transition_guard_localizability_drop,transition_guard_nominal_residual,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,window_localizability_f0_ratio_mean,window_localizability_lambda0_ratio_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_voxel_rejected,normal_quality_filter
1,1706585907.873071909,1706585907.972906351,22,21,0.015353485,0.022106799,1,0,0,0,0,-0.041790278,-0.008359909,0.011598150,-0.005095491,0.000311631,0.000241208,0.999986940,1206,835,0.692371476,0.041610761,0.020519083,0.014576350,0.102510629,60.523107275,765,0.941422004,45.957102756,244.821795135,429.408935244,0.063812662,0.060074644,0,0.000000000,0.000000000,1.000000000,1.000000000,0,0,0,0,0,0,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000008345,0.000011653,0.000019212,0.995778180,-0.010923249,-0.091139998,0.000000000,0.000000000,0.000001080,0.995248845,0.056519452,-0.079279815,0.000000000,0.102510629,0.000000000,0.000000000,0.000000000,60.523107275,0,0.063812662,0.060074644,1.000000000,1.000000000,834,785,49,0.691542289,0,0,0,0,0,372,0,1600,834,0,0,372,0
2,1706585907.972918987,1706585908.072736979,23,22,0.015104693,0.021927806,1,0,0,0,0,-0.027980696,0.002967880,0.013500357,-0.003038382,0.000328757,0.000089503,0.999995326,1165,871,0.747639485,0.029495660,0.014794490,0.011310809,0.095773004,63.962565369,791,0.942160857,46.943989293,245.403847913,452.901401010,0.062990993,0.059347648,0,0.000000000,0.000000000,1.000000000,1.000000000,0,0,0,0,0,0,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000007824,0.000010891,0.000018969,0.998644553,0.051987454,0.002522105,0.000000252,0.000000273,0.000001112,0.998386534,-0.005443263,-0.056521672,0.000000000,0.099141816,0.170379839,0.017962231,0.000302227,62.242836322,0,0.063401827,0.059711146,1.000000000,1.000000000,560,540,20,0.480686695,0,0,0,0,0,605,0,1793,1394,0,0,977,0
3,1706585908.072748661,1706585908.172582388,24,23,0.013482035,0.018505765,1,0,0,0,0,-0.025127328,0.020210503,0.029489338,-0.002675503,0.001007365,-0.000372172,0.999995844,1220,877,0.718852459,0.028016200,0.014785658,0.010458582,0.097358806,68.157339907,837,0.940150747,48.943234575,252.118678742,485.844261781,0.062197040,0.058474593,0,0.000000000,0.000000000,1.000000000,1.000000000,0,0,0,0,0,0,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000006234,0.000009279,0.000015442,0.998215768,0.059109146,-0.008449268,0.000000011,0.000000029,0.000001098,0.996791284,0.051086439,-0.061622340,0.000000000,0.098547479,0.184312644,0.041649723,0.001228967,64.214337517,0,0.063000231,0.059298962,1.000000000,1.000000000,477,449,28,0.390983607,0,0,0,0,0,743,0,1971,1871,0,0,1720,0
4,1706585908.172593832,1706585908.272412062,25,24,0.015139157,0.023082924,1,0,0,0,0,-0.031246657,0.024732570,0.027158825,-0.003882199,0.000455438,-0.000323436,0.999992308,1257,898,0.714399364,0.027160064,0.013644120,0.009884184,0.099126532,70.558105344,872,0.936307238,45.242256599,274.740233267,496.477421328,0.055412710,0.051883322,0,0.000000000,0.000000000,1.000000000,1.000000000,0,0,0,0,0,0,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000005055,0.000006492,0.000012886,0.998994891,0.043689876,-0.010020131,0.000000009,0.000000018,0.000001027,0.997710899,0.048774936,-0.046839807,0.000000000,0.098692243,0.185506088,0.049607522,0.001328297,65.800279474,0,0.061103351,0.057445052,1.000000000,1.000000000,488,456,32,0.388225935,0,0,0,0,0,769,0,2161,2359,0,0,2489,0
5,1706585908.272424698,1706585908.372009993,26,25,0.016551455,0.020834766,1,0,0,0,0,-0.031436216,0.021298182,0.027017694,-0.004112978,0.000324819,0.000018946,0.999991489,1194,865,0.724455611,0.024922777,0.013711342,0.009462814,0.101419053,67.867240733,867,0.937389008,49.271603714,254.186873003,509.257793515,0.060625836,0.056829993,0,0.000000000,0.000000000,1.000000000,1.000000000,0,0,0,0,0,0,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000004890,0.000006242,0.000011230,0.996028472,0.065561620,-0.060240827,0.000000009,0.000000022,0.000000973,0.997613639,0.051566188,-0.045912470,0.000000000,0.099237605,0.194257596,0.053050032,0.002013920,66.213671725,0,0.061007848,0.057322040,1.000000000,1.000000000,394,384,10,0.329983250,0,0,0,0,0,800,0,2288,2753,0,0,3289,0
6,1706585908.373058319,1706585908.470735312,27,26,0.012601174,0.022687848,1,0,0,0,0,-0.035523251,0.016216238,0.028213934,-0.003540109,0.000671602,-0.000001143,0.999993508,1192,893,0.749161074,0.024486825,0.012796264,0.008830150,0.094051440,73.911907540,879,0.940006288,43.915093997,262.280278441,520.070154848,0.053148888,0.049960289,0,0.000000000,0.000000000,1.000000000,1.000000000,0,0,0,0,0,0,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000004520,0.000005872,0.000010644,0.997271635,0.056485564,-0.047525441,0.000000008,0.000000021,0.000000955,0.997138651,0.056051518,-0.050722156,0.000000000,0.098373244,0.197240330,0.059680341,0.002056180,67.496711028,0,0.059698022,0.056095081,1.000000000,1.000000000,326,317,9,0.273489933,0,0,0,0,0,866,0,2381,3079,0,0,4155,0
7,1706585908.472907305,1706585908.569442749,28,27,0.011702130,0.018345229,1,0,0,0,0,-0.025451173,0.012895061,0.027049928,-0.002974515,0.000463730,0.000165491,0.999995455,1184,868,0.733108108,0.025549196,0.013758041,0.009526729,0.100255952,70.823949869,892,0.939232434,49.112275602,270.633639218,518.049416262,0.058620851,0.055058605,0,0.000000000,0.000000000,1.000000000,1.000000000,0,0,0,0,0,0,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000004477,0.000005648,0.000010313,0.994919158,0.100479250,0.006307814,0.000000008,0.000000017,0.000000969,0.997922941,0.047796028,-0.043189629,0.000000000,0.098642202,0.191465510,0.070349544,0.002391444,67.972030862,0,0.059544140,0.055947013,1.000000000,1.000000000,304,299,5,0.256756757,0,0,0,0,0,880,0,2464,3383,0,0,5035,0
8,1706585908.572750330,1706585908.672556639,29,28,0.013784958,0.024559964,1,0,0,0,0,-0.023583691,0.012536471,0.027439523,-0.003977942,0.000580478,-0.000002857,0.999991919,1209,892,0.737799835,0.025537947,0.014006739,0.010021743,0.097970990,71.947767298,912,0.940004592,45.643327247,280.369979344,531.270881117,0.053241770,0.050047508,0,0.000000000,0.000000000,1.000000000,1.000000000,0,0,0,0,0,0,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000004534,0.000005937,0.000010348,0.998379904,0.055318409,-0.013320731,0.000000008,0.000000020,0.000000924,0.997374701,0.054571721,-0.047598667,0.000000000,0.098558301,0.185457879,0.072290641,0.002729998,68.468997917,0,0.058756344,0.055209575,1.000000000,1.000000000,267,260,7,0.220843672,0,0,0,0,0,942,0,2534,3650,0,0,5977,0
9,1706585908.672580719,1706585908.772357225,30,29,0.013554842,0.018055509,1,0,0,0,0,-0.026429788,0.012274790,0.026275439,-0.003873469,0.000713193,0.000064108,0.999992242,1205,870,0.721991701,0.022061755,0.012516093,0.009355598,0.091619925,77.570764700,896,0.935710576,49.767433544,264.671715330,523.957527203,0.059360247,0.055544011,0,0.000000000,0.000000000,1.000000000,1.000000000,0,0,0,0,0,0,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000004393,0.000005672,0.000010890,0.996840912,0.063329696,0.047932731,0.000000008,0.000000017,0.000000983,0.997791430,0.049544102,-0.044245280,0.000000000,0.097787370,0.192980555,0.075376712,0.002863021,69.480305337,0,0.058823444,0.055246735,1.000000000,1.000000000,268,266,2,0.222406639,0,0,0,0,0,937,0,2600,3918,0,0,6914,0
10,1706585908.772418022,1706585908.871104956,31,30,0.012312210,0.020232548,1,0,0,0,0,-0.024890745,0.011933207,0.021989055,-0.004085278,0.000221950,0.000160925,0.999991618,1193,887,0.743503772,0.023010868,0.012614108,0.009177895,0.098761576,75.599751641,887,0.935552796,47.537802833,266.863375873,515.434151171,0.057285827,0.053593915,0,0.000000000,0.000000000,1.000000000,1.000000000,0,0,0,0,0,0,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000004311,0.000005381,0.000010308,0.997795213,0.061024584,0.026090473,0.000000007,0.000000017,0.000000897,0.997304090,0.055809182,-0.047643328,0.000000000,0.097884791,0.193107734,0.079943814,0.003060365,70.092249968,0,0.058669682,0.055081453,1.000000000,1.000000000,234,233,1,0.196144174,0,0,0,0,0,959,0,2658,4152,0,0,7873,0
