frame,lidar_begin_time,lidar_end_time,adaptive_map,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_voxel_rejected
1,1706585909.873092175,1706585909.972931147,0,0,0,0,0.027833001,0.023661374,0.066746631,-0.002996814,0.002923609,-0.000837712,0.999990885,1164,809,0.000000000,0.042541708,0.023295142,0.014841108,0.000000000,62.662512280,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,747,701,46,0.641752577,0,0,0,0,0,417,0,1566,747,0,0,417
2,1706585909.972943068,1706585910.072144270,0,0,0,0,0.012644534,0.010013925,0.029605069,-0.001044917,0.001585302,-0.000320708,0.999998146,1196,829,0.000000000,0.032939289,0.017925776,0.011288494,0.000000000,59.648176775,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,584,562,22,0.488294314,0,0,0,0,0,612,0,1820,1331,0,0,1029
3,1706585910.072781324,1706585910.170928001,0,0,0,0,-0.009160028,0.014057520,0.031969712,-0.001403210,0.002259145,-0.000682495,0.999996231,1190,867,0.000000000,0.026538240,0.014866936,0.009820714,0.000000000,70.444160694,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,508,498,10,0.426890756,0,0,0,0,0,682,0,1985,1839,0,0,1711
4,1706585910.172612906,1706585910.269775152,0,0,0,0,-0.036647940,0.009660000,0.028391904,-0.000402514,0.001782374,-0.000271236,0.999998294,1213,912,0.000000000,0.032274909,0.016990414,0.011670537,0.000000000,69.030403553,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,446,439,7,0.367683430,0,0,0,0,0,767,0,2135,2285,0,0,2478
5,1706585910.272456884,1706585910.372284651,0,0,0,0,-0.035137167,0.011930921,0.031799610,-0.002562643,0.001595492,-0.000245332,0.999995414,1196,898,0.000000000,0.025674015,0.014475595,0.010311049,0.000000000,73.522268328,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,394,389,5,0.329431438,0,0,0,0,0,802,0,2251,2679,0,0,3280
6,1706585910.373095751,1706585910.472922564,0,0,0,0,-0.023648310,0.014727304,0.038091933,-0.001555807,0.001881628,-0.000425199,0.999996929,1228,946,0.000000000,0.026704835,0.015270752,0.011346544,0.000000000,72.196194102,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,346,341,5,0.281758958,0,0,0,0,0,882,0,2347,3025,0,0,4162
7,1706585910.472934484,1706585910.572751999,0,0,0,0,-0.019820316,0.013452916,0.043014875,-0.001428847,0.001903296,-0.000169871,0.999997153,1189,885,0.000000000,0.028087405,0.013847619,0.010174639,0.000000000,70.852018305,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,313,307,6,0.263246426,0,0,0,0,0,876,0,2429,3338,0,0,5038
8,1706585910.572763681,1706585910.672602415,0,0,0,0,-0.015994494,0.013551585,0.047188746,-0.002281681,0.002109464,-0.000389159,0.999995096,1198,904,0.000000000,0.024871586,0.013149969,0.009767926,0.000000000,77.880691523,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,272,268,4,0.227045075,0,0,0,0,0,926,0,2500,3610,0,0,5964
9,1706585910.672614098,1706585910.772450447,0,0,0,0,-0.011020290,0.013960095,0.046335292,-0.002408732,0.001542268,-0.000112601,0.999995903,1214,900,0.000000000,0.026458682,0.014380541,0.009573564,0.000000000,70.671846760,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,267,260,7,0.219934102,0,0,0,0,0,947,0,2576,3877,0,0,6911
10,1706585910.772462606,1706585910.872291565,0,0,0,0,-0.001862475,0.017318047,0.042375909,-0.002637423,0.001553285,-0.000301967,0.999995270,1202,888,0.000000000,0.024241278,0.013736336,0.010260695,0.000000000,76.612958825,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,234,234,0,0.194675541,0,0,0,0,0,968,0,2635,4111,0,0,7879
