frame,lidar_begin_time,lidar_end_time,adaptive_map,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_voxel_rejected
1,1709437779.044625998,1709437779.143169165,0,0,0,0,-0.071613797,0.291187532,-0.030720479,-0.001255384,-0.000531020,-0.001808903,0.999997435,880,612,0.000000000,0.037019278,0.012505887,0.008149790,0.000000000,578.402272184,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,719,630,89,0.817045455,0,0,0,0,0,161,0,1401,719,0,0,161
2,1709437779.145267010,1709437779.245099068,0,0,0,0,0.004499453,0.217090015,-0.025517562,-0.000929147,-0.000635500,-0.001176630,0.999998674,881,673,0.000000000,0.021068362,0.006312525,0.004569441,0.000000000,427.505196954,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,606,564,42,0.687854711,0,0,0,0,0,275,0,1780,1325,0,0,436
3,1709437779.245111942,1709437779.344941854,0,0,0,0,-0.027323961,-0.085855275,-0.005402471,-0.001799983,-0.000153967,0.000082496,0.999998365,862,681,0.000000000,0.023235403,0.006515795,0.004472791,0.000000000,352.203353551,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,503,468,35,0.583526682,0,0,0,0,0,359,0,2108,1828,0,0,795
4,1709437779.344953775,1709437779.444775105,0,0,0,0,-0.004686020,-0.073915385,-0.008701112,-0.001596225,-0.000478335,0.000003185,0.999998612,883,712,0.000000000,0.028232105,0.007746402,0.005540392,0.000000000,512.087594208,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,478,437,41,0.541336353,0,0,0,0,0,405,0,2415,2306,0,0,1200
5,1709437779.444786787,1709437779.543955326,0,0,0,0,0.011324633,-0.055120105,-0.005002672,-0.001817456,-0.000361216,-0.000525472,0.999998145,883,712,0.000000000,0.025930523,0.007715503,0.005636541,0.000000000,395.739573915,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,425,401,24,0.481313703,0,0,0,0,0,458,0,2673,2731,0,0,1658
6,1709437779.544629574,1709437779.642984629,0,0,0,0,0.012563857,-0.050711715,-0.002695286,-0.002004438,-0.000238588,-0.000425473,0.999997872,889,734,0.000000000,0.022220931,0.007743261,0.005691495,0.000000000,407.515811569,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,435,416,19,0.489313836,0,0,0,0,0,454,0,2931,3166,0,0,2112
7,1709437779.645257235,1709437779.741848946,0,0,0,0,0.013490415,-0.015094808,-0.005045632,-0.001493234,-0.000286318,-0.000555674,0.999998690,835,689,0.000000000,0.021021705,0.006833603,0.005033953,0.000000000,371.099544450,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,360,346,14,0.431137725,0,0,0,0,0,475,0,3128,3526,0,0,2587
8,1709437779.745090008,1709437779.844928026,0,0,0,0,0.008695014,-0.022943938,-0.005035134,-0.001454026,-0.000360217,-0.000384029,0.999998804,880,755,0.000000000,0.022954420,0.006120093,0.004805523,0.000000000,410.123994492,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,364,351,13,0.413636364,0,0,0,0,0,516,0,3306,3890,0,0,3103
9,1709437779.844940424,1709437779.943872929,0,0,0,0,0.003918503,-0.023806401,-0.005468447,-0.001740831,-0.000209967,-0.000180506,0.999998446,835,716,0.000000000,0.021487717,0.006725602,0.005119889,0.000000000,430.487308288,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,309,292,17,0.370059880,0,0,0,0,0,526,0,3461,4199,0,0,3629
10,1709437779.944783688,1709437780.042524099,0,0,0,0,0.010724322,-0.037654543,-0.004160083,-0.001540363,-0.000107908,-0.000125399,0.999998800,871,744,0.000000000,0.017819592,0.006090264,0.004501097,0.000000000,392.701454592,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,320,315,5,0.367393800,0,0,0,0,0,551,0,3639,4519,0,0,4180
