time,current_id,candidate_id,scan_context_distance,icp_fitness,threshold,trans_error,yaw_error,degenerate_pair,accepted,target_points,source_points,reason,directional_noise_applied,directional_translation_scale,weak_tx,weak_ty,weak_tz
1517157236.737563372,45,9,0.151625530,0.169755475,0.300000000,0.053109924,0.001646877,0,1,2947,1036,accepted,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157237.140942335,47,10,0.167291424,nan,nan,nan,nan,0,0,0,1056,current_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157237.342662334,48,17,0.129580558,nan,nan,nan,nan,0,0,0,1028,current_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157237.746102333,50,17,0.147166374,nan,nan,nan,nan,0,0,0,1090,current_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157237.947822332,51,17,0.150219548,nan,nan,nan,nan,0,0,0,1099,current_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157238.149482250,52,19,0.140664361,nan,nan,nan,nan,0,0,0,1089,current_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157239.158021212,57,26,0.164942130,nan,nan,nan,nan,0,0,0,1086,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157239.359741211,58,26,0.138671990,nan,nan,nan,nan,0,0,0,1081,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157239.561461210,59,27,0.124917069,nan,nan,nan,nan,0,0,0,1094,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157239.964901209,61,27,0.150882258,nan,nan,nan,nan,0,0,0,1042,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157240.166559219,62,27,0.159322929,nan,nan,nan,nan,0,0,0,1052,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157240.368279219,63,31,0.122887023,nan,nan,nan,nan,0,0,0,1090,loop_pair_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
