time,current_id,candidate_id,scan_context_distance,icp_fitness,threshold,trans_error,yaw_error,degenerate_pair,accepted,target_points,source_points,reason,directional_noise_applied,directional_translation_scale,weak_tx,weak_ty,weak_tz
1517157236.737563372,45,9,0.151609660,0.169901457,0.300000000,0.051124889,0.001274133,0,1,2952,1035,accepted,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157237.140942335,47,10,0.166916545,nan,nan,nan,nan,0,0,0,1060,current_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157237.342662334,48,17,0.177146701,nan,nan,nan,nan,0,0,0,1029,current_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157237.746102333,50,17,0.147167338,nan,nan,nan,nan,0,0,0,1089,current_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157237.947822332,51,8,0.154114572,nan,nan,nan,nan,0,0,0,1101,current_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157238.149482250,52,19,0.140650789,nan,nan,nan,nan,0,0,0,1090,current_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157239.158021212,57,26,0.164928582,nan,nan,nan,nan,0,0,0,1087,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157239.359741211,58,26,0.138453282,nan,nan,nan,nan,0,0,0,1078,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157239.561461210,59,27,0.124817878,nan,nan,nan,nan,0,0,0,1095,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157239.964901209,61,27,0.150876904,nan,nan,nan,nan,0,0,0,1043,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157240.166559219,62,31,0.156507972,nan,nan,nan,nan,0,0,0,1052,loop_pair_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157240.368279219,63,31,0.116829436,nan,nan,nan,nan,0,0,0,1088,loop_pair_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157240.569999218,64,31,0.084858446,nan,nan,nan,nan,0,0,0,1166,loop_pair_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157240.771719217,65,27,0.122593983,nan,nan,nan,nan,0,0,0,1125,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157240.973439217,66,27,0.075436258,nan,nan,nan,nan,0,0,0,1119,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157241.175098181,67,27,0.112670275,nan,nan,nan,nan,0,0,0,1106,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157241.376818180,68,27,0.164431043,nan,nan,nan,nan,0,0,0,1119,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157242.385376215,73,27,0.146252849,nan,nan,nan,nan,0,0,0,1076,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157242.587096214,74,29,0.123945441,nan,nan,nan,nan,0,0,0,1108,loop_pair_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157242.788816214,75,28,0.127255300,nan,nan,nan,nan,0,0,0,1094,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157242.990536213,76,28,0.173404838,nan,nan,nan,nan,0,0,0,1095,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157243.192184210,77,27,0.082548237,nan,nan,nan,nan,0,0,0,1112,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157243.696484327,79,47,0.121705403,0.386292126,0.300000000,nan,nan,0,0,2932,1138,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157243.898204327,80,29,0.166359029,0.983483584,0.300000000,nan,nan,0,0,3035,1145,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157244.503295183,83,45,0.145771817,0.807899704,0.300000000,nan,nan,0,0,3083,1108,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157244.705015182,84,47,0.148704498,3.063520659,0.300000000,nan,nan,0,0,2932,1101,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157244.906735182,85,45,0.149598357,0.926207703,0.300000000,nan,nan,0,0,3083,1079,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157245.108395338,86,31,0.142245544,0.751747926,0.300000000,nan,nan,0,0,3098,1127,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157245.310115337,87,26,0.120285168,nan,nan,nan,nan,0,0,0,1124,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157245.511835337,88,45,0.049238628,0.851590330,0.300000000,nan,nan,0,0,3083,1088,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157245.713555574,89,45,0.067380437,0.837261334,0.300000000,nan,nan,0,0,3083,1075,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157246.116933346,91,54,0.168606812,0.823661880,0.300000000,nan,nan,0,0,2205,1072,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157246.318654299,92,58,0.177624068,0.493824882,0.300000000,nan,nan,0,0,2278,1066,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157246.722094297,94,27,0.114907834,nan,nan,nan,nan,0,0,0,1065,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157246.923814297,95,27,0.077059318,nan,nan,nan,nan,0,0,0,1044,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157247.125473261,96,27,0.093214679,nan,nan,nan,nan,0,0,0,1029,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157247.327193260,97,58,0.115910698,0.527400283,0.300000000,nan,nan,0,0,2278,1056,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157247.528913260,98,27,0.122148411,nan,nan,nan,nan,0,0,0,1050,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157247.730633259,99,27,0.124513556,nan,nan,nan,nan,0,0,0,1047,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157247.932353258,100,65,0.172762722,1.166609143,0.300000000,nan,nan,0,0,2641,1084,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157248.134011507,101,26,0.167378060,nan,nan,nan,nan,0,0,0,1080,candidate_cooldown_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157248.335732222,102,61,0.176427074,2.133937608,0.300000000,nan,nan,0,0,2427,1068,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157248.537452221,103,58,0.082302994,2.866620266,0.300000000,nan,nan,0,0,2278,1041,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157248.739171982,104,56,0.121391660,3.949654164,0.300000000,nan,nan,0,0,2312,1042,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157248.940892220,105,55,0.100017715,4.123502499,0.300000000,nan,nan,0,0,2314,1053,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157249.142550230,106,74,0.118052807,1.330791074,0.300000000,nan,nan,0,0,2715,1019,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157249.344270229,107,62,0.108732370,1.598204071,0.300000000,nan,nan,0,0,2505,1036,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
1517157249.545990229,108,60,0.140513299,3.099504223,0.300000000,nan,nan,0,0,2382,1070,fitness_reject,0,1.000000000,0.000000000,0.000000000,0.000000000
